cnic,name,name_clean,canonical_cnic,cluster_id
35202-5884769-8,Faisal Malik,faisal malik,35209-6773362-2,122
35205-6567088-1,Ahmed Zafar,ahmed zafar,35205-6567088-1,188
35206-7797258-5,Rizwan Nawaz,rizwan nawaz,35208-3697834-6,262
35201-9847383-2,Ali Iqbal,ali iqbal,35206-9182416-4,310
35205-6986475-7,Hamza Butt,hamza butt,35204-4101434-7,196
35207-9566538-7,Junaid Zafar,junaid zafar,35208-1875286-9,384
35201-2443264-9,Umar Raza,umar raza,35201-2443264-9,21
35205-7247365-3,Salman Nawaz,salman nawaz,35209-4795850-9,258
35202-8052544-9,Faisal Mehmood,faisal mehmood,35203-5567075-8,228
35209-2383277-6,Umar Raza,umar raza,35201-2443264-9,21
35201-7207882-6,Asad Butt,asad butt,35206-4912945-6,52
35209-5653077-3,Hamza Khan,hamza khan,35204-9122047-6,10
35203-4639870-6,Rizwan Mahmood,rizwan mahmood,35209-1997295-5,252
35205-6945654-7,Muhammad Mahmood,muhammad mahmood,35205-6026350-8,409
35204-3304038-5,Ali Dar,ali dar,35203-2594508-8,338
35202-4558133-4,Osman Mehmood,osman mehmood,35209-6978144-3,313
35207-2455818-5,Faisal Bajwa,faisal bajwa,35203-1227028-5,203
35208-7138022-3,Muhammad Malik,muhammad malik,35201-8256069-9,379
35209-7120106-1,Shahzaib Akhtar,shahzaib akhtar,35203-7748012-7,176
35201-9269450-6,Bilal Malik,bilal malik,35207-5692995-7,235
35204-6402610-4,Yasir Raza,yasir raza,35203-7622086-8,81
35202-1702035-6,Junaid Butt,junaid butt,35202-3541317-4,275
35208-1868795-8,Muhammad Ahmed,muhammad ahmed,35208-1868795-8,413
35203-4588427-6,Farhan Malik,farhan malik,35203-4588427-6,394
35205-4184575-8,Muhammad Khan,muhammad khan,35205-4184575-8,329
35209-5773851-9,Shahzaib Raza,shahzaib raza,35207-7975179-7,192
35207-4286714-4,Noman Raza,noman raza,35206-3770697-9,239
35209-6618129-5,Ali Malik,ali malik,35202-9428336-6,350
35207-9376341-5,Farhan Nawaz,farhan nawaz,35206-4115315-5,45
35202-1730523-4,Umar Akhtar,umar akhtar,35207-9630424-7,374
35201-7376469-4,Faisal Mahmood,faisal mahmood,35201-8142553-4,327
35202-9329446-4,Salman Dar,salman dar,35208-6660693-7,256
35201-1039277-6,Ahmed Khan,ahmed khan,35207-8699103-2,75
35209-6386305-9,Salman Mahmood,salman mahmood,35202-2433526-2,271
35205-9803778-2,Ali Iqbal,ali iqbal,35206-9182416-4,310
35204-6708520-7,Rizwan Malik,rizwan malik,35204-6708520-7,247
35204-3526481-8,Waqas Akhtar,waqas akhtar,35204-3526481-8,97
35207-2053136-8,Noman Mahmood,noman mahmood,35207-2053136-8,250
35202-4217900-6,Tariq Raza,tariq raza,35206-2395762-9,385
35201-4003286-6,Farhan Ahmed,farhan ahmed,35206-2001367-1,37
35209-9442886-3,Abdullah Butt,abdullah butt,35205-8970862-3,22
35207-9163920-1,Shahzaib Sheikh,shahzaib sheikh,35201-6676973-7,150
35201-5042116-1,Hamza Qureshi,hamza qureshi,35209-7924159-5,93
35209-6584560-5,Junaid Qureshi,junaid qureshi,35209-6933509-7,129
35204-3459042-2,Salman Butt,salman butt,35208-1972166-6,2
35203-1959459-9,Bilal Qureshi,bilal qureshi,35204-5971420-8,164
35209-7726646-9,Faisal Qureshi,faisal qureshi,35201-2138980-2,280
35207-1842620-6,Noman Ali,noman ali,35202-8233662-6,42
35207-7759583-3,Salman Malik,salman malik,35202-8238482-2,390
35206-4284580-5,Muhammad Khan,muhammad khan,35205-4184575-8,329
35204-7586105-9,Salman Qureshi,salman qureshi,35204-7586105-9,226
35206-1735056-3,Bilal Zafar,bilal zafar,35201-2975789-8,368
35202-3676981-8,Zain Khan,zain khan,35205-2942808-9,68
35201-9012313-5,Noman Zafar,noman zafar,35207-9167737-1,183
35204-3747992-4,Ahmed Mehmood,ahmed mehmood,35204-3747992-4,224
35202-5523494-4,Bilal Dar,bilal dar,35207-4040640-6,39
35207-7286028-8,Yasir Malik,yasir malik,35205-6122104-7,276
35201-7793110-4,Noman Malik,noman malik,35204-3632125-8,167
35205-2551100-2,Faisal Dar,faisal dar,35207-7458673-1,358
35205-3941440-2,Yasir Dar,yasir dar,35207-7744902-9,143
35209-3044444-3,Zain Mehmood,zain mehmood,35206-2887586-1,232
35206-1785895-7,Yasir Mehmood,yasir mehmood,35208-4930536-1,157
35203-1872725-6,Hamza Iqbal,hamza iqbal,35205-8867320-5,115
35209-9424043-9,Ali Raza,ali raza,35201-6617448-9,375
35208-1882830-5,Ahmed Malik,ahmed malik,35208-1882830-5,279
35204-7697912-3,Yasir Sheikh,yasir sheikh,35207-7574522-3,60
35208-7105461-8,Shahzaib Nawaz,shahzaib nawaz,35208-7105461-8,174
35202-4241068-9,Zain Dar,zain dar,35207-1772941-5,91
35206-7067171-3,Yasir Mehmood,yasir mehmood,35208-4930536-1,157
35201-6092824-7,Zain Iqbal,zain iqbal,35204-6385913-8,162
35205-1878692-3,Tariq Malik,tariq malik,35201-3985004-5,399
35202-7336474-3,Noman Khan,noman khan,35208-5858766-5,7
35207-1513358-8,Yasir Butt,yasir butt,35205-7324961-6,3
35204-5185976-1,Ahmed Qureshi,ahmed qureshi,35201-8814827-8,212
35208-7418817-6,Bilal Iqbal,bilal iqbal,35208-7418817-6,318
35204-4878793-6,Zain Malik,zain malik,35209-4784754-7,274
35206-1280421-4,Rizwan Mahmood,rizwan mahmood,35209-1997295-5,252
35204-3250262-6,Faisal Butt,faisal butt,35202-6153355-9,300
35208-6452041-6,Shahzaib Mahmood,shahzaib mahmood,35208-2802462-5,154
35203-4909241-3,Hamza Bajwa,hamza bajwa,35204-2333967-8,397
35201-6109477-2,Yasir Khan,yasir khan,35205-8137316-9,11
35201-5227252-7,Bilal Butt,bilal butt,35207-9919630-3,292
35209-9129778-9,Shahzaib Khan,shahzaib khan,35202-1690408-8,148
35206-2804291-3,Osman Qureshi,osman qureshi,35201-6150397-2,100
35208-1418751-3,Junaid Malik,junaid malik,35201-9997198-6,273
35203-2394307-1,Waqas Sheikh,waqas sheikh,35206-8207570-8,20
35208-5108335-2,Zain Mehmood,zain mehmood,35208-7855114-2,233
35206-4848596-3,Asad Bajwa,asad bajwa,35201-8971941-2,405
35206-2914282-8,Junaid Ahmed,junaid ahmed,35206-2914282-8,289
35209-4164833-8,Muhammad Butt,muhammad butt,35202-2627452-2,408
35202-2912301-8,Asad Sheikh,asad sheikh,35207-3401790-3,139
35206-3207891-8,Hamza Nawaz,hamza nawaz,35203-6017090-6,347
35208-6183144-6,Faisal Mahmood,faisal mahmood,35201-8142553-4,327
35203-5758860-4,Yasir Ahmed,yasir ahmed,35203-5758860-4,87
35204-7128418-8,Farhan Butt,farhan butt,35204-7128418-8,4
35202-7065085-8,Osman Mehmood,osman mehmood,35202-7065085-8,314
35201-7101751-5,Umar Ali,umar ali,35203-5732805-7,324
35209-9226727-8,Abdullah Ali,abdullah ali,35209-9226727-8,284
35205-9416431-2,Farhan Mehmood,farhan mehmood,35204-9822422-3,342
35205-8926510-9,Abdullah Raza,abdullah raza,35208-5213977-2,317
35204-4841616-5,Muhammad Dar,muhammad dar,35202-3096585-9,345
35205-7089209-1,Salman Iqbal,salman iqbal,35203-8666735-3,216
35202-6208545-6,Asad Qureshi,asad qureshi,35205-4036159-2,281
35206-5927954-8,Zain Ahmed,zain ahmed,35201-3769792-1,173
35201-7685460-6,Rizwan Bajwa,rizwan bajwa,35207-9369557-8,12
35202-8206765-4,Umar Mahmood,umar mahmood,35206-4107751-4,365
35205-7989736-8,Ahmed Iqbal,ahmed iqbal,35208-1745560-8,298
35205-4169059-4,Farhan Khan,farhan khan,35206-7451239-7,25
35203-4200276-4,Hamza Mahmood,hamza mahmood,35205-9444088-5,322
35204-5651068-3,Tariq Bajwa,tariq bajwa,35204-5651068-3,381
35206-2208793-2,Abdullah Qureshi,abdullah qureshi,35202-5489129-4,206
35201-2498108-5,Hamza Qureshi,hamza qureshi,35201-2498108-5,94
35208-7665082-9,Bilal Malik,bilal malik,35208-7665082-9,236
35203-8851341-4,Farhan Sheikh,farhan sheikh,35205-6429838-2,17
35207-6258116-9,Salman Dar,salman dar,35208-6660693-7,256
35205-6121901-3,Abdullah Butt,abdullah butt,35209-4073082-9,23
35208-9896542-4,Asad Butt,asad butt,35206-4912945-6,52
35209-3971055-2,Faisal Qureshi,faisal qureshi,35201-2138980-2,280
35202-5455588-2,Rizwan Ali,rizwan ali,35204-3848141-7,253
35206-8136682-3,Noman Raza,noman raza,35206-3770697-9,239
35209-2158868-7,Umar Bajwa,umar bajwa,35208-2631798-4,410
35208-5375698-4,Waqas Bajwa,waqas bajwa,35208-5375698-4,113
35205-2291114-6,Osman Bajwa,osman bajwa,35205-2291114-6,208
35208-3682489-8,Osman Ali,osman ali,35207-1992050-5,220
35204-1929246-2,Ahmed Akhtar,ahmed akhtar,35208-1666739-3,230
35201-1274641-3,Faisal Butt,faisal butt,35202-6153355-9,300
35202-7241677-9,Junaid Malik,junaid malik,35201-9997198-6,273
35203-1529973-2,Muhammad Nawaz,muhammad nawaz,35208-4934243-4,234
35208-5567000-7,Zain Malik,zain malik,35209-4784754-7,274
35202-6579626-4,Farhan Ali,farhan ali,35207-6199281-8,33
35201-2323623-2,Salman Sheikh,salman sheikh,35206-8159653-6,54
35202-4664449-1,Waqas Khan,waqas khan,35201-3360361-7,14
35209-8658738-4,Umar Zafar,umar zafar,35208-5536199-6,302
35207-3223201-2,Bilal Mahmood,bilal mahmood,35203-8799128-7,364
35206-2506609-4,Waqas Malik,waqas malik,35207-7476368-1,110
35208-6901476-5,Tariq Ahmed,tariq ahmed,35205-7820583-4,57
35202-8995705-9,Farhan Qureshi,farhan qureshi,35208-8029715-4,27
35202-1694980-3,Ahmed Khan,ahmed khan,35207-8699103-2,75
35207-1652117-4,Waqas Ali,waqas ali,35203-2476080-5,28
35205-4069648-5,Ahmed Zafar,ahmed zafar,35205-6567088-1,188
35204-4277894-8,Muhammad Nawaz,muhammad nawaz,35208-4934243-4,234
35204-6752379-5,Bilal Ali,bilal ali,35203-4686170-8,376
35207-2534492-9,Hamza Zafar,hamza zafar,35207-2534492-9,331
35206-5902743-8,Noman Zafar,noman zafar,35207-9167737-1,183
35206-7357979-5,Osman Bajwa,osman bajwa,35208-4987886-5,207
35206-5801411-9,Abdullah Akhtar,abdullah akhtar,35208-1010297-9,227
35207-4206670-6,Yasir Bajwa,yasir bajwa,35207-4206670-6,316
35207-4214388-7,Rizwan Raza,rizwan raza,35201-2224691-9,396
35201-4787182-5,Faisal Khan,faisal khan,35204-1825231-6,77
35209-9203810-2,Abdullah Sheikh,abdullah sheikh,35207-7988741-4,132
35202-6480170-5,Faisal Malik,faisal malik,35202-6480170-5,121
35201-2457308-2,Muhammad Mehmood,muhammad mehmood,35201-2457308-2,403
35201-5486951-7,Tariq Mahmood,tariq mahmood,35201-5486951-7,383
35208-5557980-6,Ali Ali,ali ali,35209-7271629-7,326
35209-9498660-7,Zain Qureshi,zain qureshi,35209-9498660-7,270
35201-6303702-5,Bilal Ali,bilal ali,35203-4686170-8,376
35208-6150880-8,Tariq Zafar,tariq zafar,35208-6150880-8,332
35205-8321529-8,Noman Akhtar,noman akhtar,35205-8321529-8,90
35207-2701135-3,Bilal Mahmood,bilal mahmood,35201-4807132-5,363
35201-3543708-7,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35207-4024446-8,Abdullah Ahmed,abdullah ahmed,35209-3777132-2,296
35207-1092832-4,Hamza Dar,hamza dar,35204-1320523-5,373
35204-7133380-4,Salman Akhtar,salman akhtar,35204-7133380-4,221
35202-6892910-6,Rizwan Mahmood,rizwan mahmood,35209-1997295-5,252
35201-9254977-2,Yasir Raza,yasir raza,35203-7622086-8,81
35203-5082377-4,Noman Nawaz,noman nawaz,35209-2200408-8,44
35203-8673225-1,Tariq Mahmood,tariq mahmood,35201-5486951-7,383
35203-9938178-8,Faisal Butt,faisal butt,35202-6153355-9,300
35201-7093545-9,Farhan Qureshi,farhan qureshi,35208-8029715-4,27
35203-1643182-7,Umar Dar,umar dar,35203-6963836-5,359
35209-7878075-6,Yasir Akhtar,yasir akhtar,35205-3463685-8,73
35204-2890963-7,Yasir Mahmood,yasir mahmood,35204-2890963-7,158
35204-2325502-8,Rizwan Mahmood,rizwan mahmood,35209-1997295-5,252
35202-2254421-5,Ali Qureshi,ali qureshi,35208-4291057-4,282
35202-3550787-1,Junaid Butt,junaid butt,35202-3541317-4,275
35201-9312353-8,Asad Mahmood,asad mahmood,35201-4857509-1,360
35206-1136060-6,Yasir Ali,yasir ali,35204-7681144-9,18
35202-6828225-8,Muhammad Iqbal,muhammad iqbal,35203-6288847-4,336
35209-9424955-2,Waqas Bajwa,waqas bajwa,35208-5375698-4,113
35202-7361583-9,Osman Khan,osman khan,35203-3330088-4,58
35209-1797561-6,Ali Sheikh,ali sheikh,35203-9462280-2,134
35207-1784403-4,Faisal Malik,faisal malik,35202-6480170-5,121
35204-1317910-8,Asad Akhtar,asad akhtar,35204-1317910-8,125
35204-1214929-1,Asad Dar,asad dar,35202-9270980-3,98
35206-8395743-3,Yasir Dar,yasir dar,35207-7744902-9,143
35202-8743473-5,Bilal Mahmood,bilal mahmood,35203-8799128-7,364
35206-1500271-4,Noman Mehmood,noman mehmood,35209-7317957-9,223
35209-3956167-1,Zain Khan,zain khan,35205-2942808-9,68
35201-7865377-1,Hamza Mehmood,hamza mehmood,35206-1594321-6,306
35205-8634111-8,Hamza Zafar,hamza zafar,35207-2534492-9,331
35201-7929435-7,Yasir Zafar,yasir zafar,35201-6603825-1,65
35206-8099372-6,Salman Sheikh,salman sheikh,35206-8099372-6,55
35206-5288884-8,Zain Khan,zain khan,35205-2942808-9,68
35203-7034130-2,Zain Bajwa,zain bajwa,35202-4257575-4,411
35206-6655982-3,Farhan Butt,farhan butt,35206-9451423-5,5
35207-4318807-3,Umar Qureshi,umar qureshi,35206-4088843-6,286
35204-8834144-9,Abdullah Sheikh,abdullah sheikh,35207-7988741-4,132
35207-2560462-2,Rizwan Iqbal,rizwan iqbal,35201-9158560-1,237
35208-5803686-7,Yasir Mehmood,yasir mehmood,35205-3112594-8,156
35208-8100210-6,Asad Iqbal,asad iqbal,35207-6112795-3,309
35202-4783930-2,Waqas Akhtar,waqas akhtar,35204-3526481-8,97
35203-9322611-2,Yasir Butt,yasir butt,35205-7324961-6,3
35206-1166606-4,Yasir Mehmood,yasir mehmood,35205-3112594-8,156
35203-2426180-9,Faisal Zafar,faisal zafar,35203-2426180-9,393
35206-3907819-8,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35208-1715707-2,Hamza Akhtar,hamza akhtar,35209-4214793-1,263
35202-5512107-7,Ahmed Khan,ahmed khan,35207-8699103-2,75
35201-2161196-9,Zain Butt,zain butt,35205-1267120-8,64
35201-4273570-4,Yasir Iqbal,yasir iqbal,35201-4273570-4,62
35205-9619312-9,Osman Akhtar,osman akhtar,35205-9619312-9,199
35205-5115711-5,Abdullah Mahmood,abdullah mahmood,35202-8223959-9,165
35203-6704118-8,Osman Raza,osman raza,35206-4928103-6,218
35209-9610402-3,Junaid Mahmood,junaid mahmood,35209-3930591-3,266
35202-4991177-5,Bilal Khan,bilal khan,35202-3432098-8,72
35205-2372220-5,Rizwan Dar,rizwan dar,35202-2665736-9,240
35206-3807517-2,Umar Sheikh,umar sheikh,35206-3807517-2,142
35203-9477483-1,Asad Dar,asad dar,35202-9270980-3,98
35208-9044001-4,Umar Akhtar,umar akhtar,35207-9630424-7,374
35201-2840859-1,Ahmed Zafar,ahmed zafar,35208-3760716-4,189
35202-5442992-4,Shahzaib Malik,shahzaib malik,35202-5442992-4,184
35204-7897332-6,Zain Mehmood,zain mehmood,35208-7855114-2,233
35204-8042646-6,Bilal Mehmood,bilal mehmood,35207-1516448-2,352
35206-2221939-2,Bilal Khan,bilal khan,35202-3432098-8,72
35201-7704636-6,Osman Ahmed,osman ahmed,35201-7704636-6,32
35201-3108585-3,Tariq Khan,tariq khan,35205-4335027-9,56
35206-2216241-3,Farhan Mehmood,farhan mehmood,35204-9822422-3,342
35206-2413562-2,Tariq Sheikh,tariq sheikh,35206-2413562-2,80
35204-5483132-6,Osman Bajwa,osman bajwa,35205-2291114-6,208
35203-5970972-4,Farhan Akhtar,farhan akhtar,35203-5970972-4,34
35209-3961928-5,Umar Butt,umar butt,35205-9406486-9,299
35201-7536662-4,Junaid Akhtar,junaid akhtar,35201-7536662-4,251
35206-5763622-5,Tariq Zafar,tariq zafar,35208-6150880-8,332
35203-6271097-3,Muhammad Mahmood,muhammad mahmood,35205-6026350-8,409
35204-3673998-3,Farhan Qureshi,farhan qureshi,35208-8029715-4,27
35201-8086114-2,Bilal Mehmood,bilal mehmood,35207-1516448-2,352
35208-4442764-6,Ahmed Zafar,ahmed zafar,35208-3760716-4,189
35209-1512955-8,Farhan Iqbal,farhan iqbal,35209-1512955-8,31
35203-5401355-7,Hamza Qureshi,hamza qureshi,35201-2498108-5,94
35203-8929377-4,Rizwan Iqbal,rizwan iqbal,35201-9158560-1,237
35207-8318149-2,Faisal Nawaz,faisal nawaz,35207-8318149-2,255
35204-5543745-8,Waqas Nawaz,waqas nawaz,35204-5543745-8,104
35208-6692208-7,Asad Khan,asad khan,35204-4003202-2,84
35207-4552942-1,Abdullah Khan,abdullah khan,35208-7581266-5,85
35205-2309506-2,Yasir Mahmood,yasir mahmood,35204-2890963-7,158
35205-2172254-8,Shahzaib Raza,shahzaib raza,35203-1389182-6,191
35208-8190780-1,Zain Qureshi,zain qureshi,35209-9498660-7,270
35201-2932853-3,Tariq Akhtar,tariq akhtar,35202-9870940-9,120
35201-4638242-9,Noman Khan,noman khan,35208-5858766-5,7
35205-2035639-5,Muhammad Ali,muhammad ali,35201-5810668-4,335
35205-3340851-6,Faisal Sheikh,faisal sheikh,35209-1150792-4,136
35204-1872998-8,Noman Raza,noman raza,35206-3770697-9,239
35208-2894784-4,Noman Raza,noman raza,35206-3770697-9,239
35203-5276886-8,Tariq Iqbal,tariq iqbal,35206-5686190-1,367
35208-6097311-3,Junaid Akhtar,junaid akhtar,35201-7536662-4,251
35208-5913109-5,Ali Mahmood,ali mahmood,35208-5913109-5,356
35209-4812032-1,Ahmed Mahmood,ahmed mahmood,35209-4812032-1,169
35202-8746096-5,Faisal Mahmood,faisal mahmood,35201-8142553-4,327
35205-7094896-8,Salman Zafar,salman zafar,35205-7094896-8,127
35207-6398226-2,Shahzaib Zafar,shahzaib zafar,35201-7415507-3,159
35202-2960663-4,Bilal Zafar,bilal zafar,35206-7316303-6,369
35207-8178466-6,Muhammad Bajwa,muhammad bajwa,35209-7624659-7,402
35203-3185043-8,Rizwan Qureshi,rizwan qureshi,35207-8797937-4,177
35206-4829026-6,Umar Dar,umar dar,35203-6963836-5,359
35204-7303709-9,Muhammad Mahmood,muhammad mahmood,35205-6026350-8,409
35202-3002136-2,Tariq Mehmood,tariq mehmood,35203-8522506-2,339
35209-3904563-1,Ali Butt,ali butt,35209-3904563-1,24
35202-5297755-6,Ahmed Malik,ahmed malik,35208-1882830-5,279
35203-1744790-7,Yasir Ahmed,yasir ahmed,35203-5758860-4,87
35207-3651121-3,Waqas Malik,waqas malik,35207-7476368-1,110
35208-6116365-6,Bilal Butt,bilal butt,35207-9919630-3,292
35206-2962099-6,Osman Khan,osman khan,35203-3330088-4,58
35207-4856608-2,Farhan Sheikh,farhan sheikh,35207-4856608-2,16
35204-9446701-6,Umar Iqbal,umar iqbal,35201-5487584-5,315
35205-3568852-1,Tariq Bajwa,tariq bajwa,35204-5651068-3,381
35202-1370658-3,Asad Qureshi,asad qureshi,35205-4036159-2,281
35204-1859370-6,Osman Bajwa,osman bajwa,35205-2291114-6,208
35208-6121389-3,Umar Sheikh,umar sheikh,35206-3807517-2,142
35201-8539633-6,Ahmed Malik,ahmed malik,35208-1882830-5,279
35208-8896186-2,Faisal Sheikh,faisal sheikh,35208-8521980-3,135
35202-7801658-8,Waqas Akhtar,waqas akhtar,35204-3526481-8,97
35205-1189128-7,Hamza Malik,hamza malik,35202-3815185-7,372
35206-6585695-5,Faisal Dar,faisal dar,35207-7458673-1,358
35204-9458006-9,Asad Bajwa,asad bajwa,35201-8971941-2,405
35203-9191620-8,Muhammad Mahmood,muhammad mahmood,35205-6026350-8,409
35201-2902314-1,Yasir Mehmood,yasir mehmood,35208-4930536-1,157
35203-3832917-9,Bilal Nawaz,bilal nawaz,35204-3209258-4,291
35208-4486173-2,Asad Qureshi,asad qureshi,35205-4036159-2,281
35202-7581390-2,Hamza Butt,hamza butt,35204-4101434-7,196
35206-5558691-7,Abdullah Mahmood,abdullah mahmood,35202-8223959-9,165
35206-8753535-2,Ahmed Raza,ahmed raza,35206-8186650-9,351
35206-2256764-8,Bilal Iqbal,bilal iqbal,35206-2256764-8,319
35209-2622182-3,Zain Qureshi,zain qureshi,35209-9498660-7,270
35204-1181675-7,Ali Butt,ali butt,35209-3904563-1,24
35208-7772433-7,Tariq Mehmood,tariq mehmood,35207-6119289-7,340
35208-5228901-6,Salman Malik,salman malik,35202-8238482-2,390
35202-4306707-9,Waqas Khan,waqas khan,35201-3360361-7,14
35207-3105068-8,Zain Nawaz,zain nawaz,35206-3230485-8,149
35203-6087883-1,Umar Bajwa,umar bajwa,35208-2631798-4,410
35201-5697311-2,Salman Sheikh,salman sheikh,35206-8099372-6,55
35201-4156642-2,Osman Raza,osman raza,35206-4928103-6,218
35205-3197247-9,Abdullah Mehmood,abdullah mehmood,35205-3197247-9,225
35204-5648583-4,Umar Nawaz,umar nawaz,35202-8050462-2,361
35204-1796172-7,Yasir Butt,yasir butt,35205-7324961-6,3
35206-3014919-5,Yasir Mahmood,yasir mahmood,35204-2890963-7,158
35206-5926062-6,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35201-9566561-5,Abdullah Qureshi,abdullah qureshi,35202-5489129-4,206
35207-5749855-6,Tariq Iqbal,tariq iqbal,35206-5686190-1,367
35207-6443348-2,Ali Nawaz,ali nawaz,35202-5378174-1,290
35204-7400267-6,Waqas Khan,waqas khan,35201-3360361-7,14
35202-5099603-6,Umar Akhtar,umar akhtar,35207-9630424-7,374
35203-6117305-3,Tariq Khan,tariq khan,35205-4335027-9,56
35202-3543998-7,Junaid Butt,junaid butt,35202-3541317-4,275
35208-9195417-4,Farhan Raza,farhan raza,35204-6294940-4,293
35206-1596265-6,Abdullah Bajwa,abdullah bajwa,35202-1603685-2,320
35201-2590644-4,Rizwan Nawaz,rizwan nawaz,35201-2590644-4,261
35203-4976598-9,Hamza Dar,hamza dar,35204-1320523-5,373
35206-8235096-3,Noman Zafar,noman zafar,35207-9167737-1,183
35201-6336565-9,Hamza Butt,hamza butt,35204-4101434-7,196
35202-5045322-6,Waqas Zafar,waqas zafar,35201-3054431-1,78
35202-9466751-8,Hamza Butt,hamza butt,35204-4101434-7,196
35207-3063743-5,Faisal Ahmed,faisal ahmed,35207-8397903-1,111
35204-3826643-2,Umar Zafar,umar zafar,35208-5536199-6,302
35203-4268318-4,Tariq Akhtar,tariq akhtar,35205-7104501-2,119
35206-2965413-2,Rizwan Malik,rizwan malik,35204-1580064-9,248
35201-6552641-5,Shahzaib Sheikh,shahzaib sheikh,35201-6676973-7,150
35207-7246877-3,Noman Dar,noman dar,35209-7806055-2,48
35207-1205648-6,Asad Malik,asad malik,35207-1205648-6,370
35202-3238948-2,Yasir Khan,yasir khan,35205-8137316-9,11
35202-2172227-1,Junaid Khan,junaid khan,35205-3521740-7,180
35201-8660211-8,Noman Malik,noman malik,35204-3632125-8,167
35205-6550441-9,Tariq Dar,tariq dar,35208-6076062-1,377
35208-1212663-2,Umar Ali,umar ali,35203-5732805-7,324
35209-6828930-3,Junaid Nawaz,junaid nawaz,35203-6885593-5,311
35205-9491560-6,Muhammad Dar,muhammad dar,35202-3096585-9,345
35209-5743685-3,Asad Malik,asad malik,35207-1205648-6,370
35202-4288251-2,Tariq Raza,tariq raza,35206-2395762-9,385
35205-1409517-4,Rizwan Dar,rizwan dar,35202-2665736-9,240
35204-7916841-4,Ali Dar,ali dar,35203-2594508-8,338
35205-9379750-2,Abdullah Bajwa,abdullah bajwa,35202-1603685-2,320
35209-4836623-2,Muhammad Zafar,muhammad zafar,35207-2848757-6,178
35209-8407103-3,Bilal Dar,bilal dar,35207-4040640-6,39
35206-4403041-9,Rizwan Bajwa,rizwan bajwa,35208-6388573-4,13
35202-2257534-4,Hamza Raza,hamza raza,35201-9740315-5,349
35208-4359746-9,Salman Qureshi,salman qureshi,35204-7586105-9,226
35201-2305156-7,Waqas Mehmood,waqas mehmood,35201-2305156-7,137
35205-3730232-7,Osman Nawaz,osman nawaz,35203-6159752-4,213
35203-3155163-1,Bilal Sheikh,bilal sheikh,35208-7677237-7,123
35208-6473435-3,Abdullah Ahmed,abdullah ahmed,35209-3777132-2,296
35206-5645964-1,Bilal Akhtar,bilal akhtar,35207-9788496-2,210
35208-5314903-7,Osman Raza,osman raza,35206-4928103-6,218
35204-6920438-2,Osman Dar,osman dar,35205-1401896-9,219
35201-7364004-4,Abdullah Zafar,abdullah zafar,35206-2962835-1,181
35209-2658815-5,Tariq Bajwa,tariq bajwa,35206-7445207-9,380
35207-6422619-5,Hamza Iqbal,hamza iqbal,35205-8867320-5,115
35201-9475371-3,Zain Akhtar,zain akhtar,35205-9657414-4,229
35202-2005997-1,Abdullah Qureshi,abdullah qureshi,35202-5489129-4,206
35203-6310229-5,Umar Khan,umar khan,35207-6968880-8,83
35209-5364773-8,Ahmed Bajwa,ahmed bajwa,35208-2908852-6,312
35204-2950545-7,Noman Khan,noman khan,35208-5858766-5,7
35204-5944135-2,Ahmed Butt,ahmed butt,35206-4004334-2,59
35206-7348162-8,Noman Sheikh,noman sheikh,35204-4598915-8,53
35202-4851051-5,Abdullah Malik,abdullah malik,35205-6124851-8,277
35204-3918297-9,Umar Butt,umar butt,35205-9406486-9,299
35202-7942814-1,Ahmed Akhtar,ahmed akhtar,35206-4037604-9,231
35202-4712273-5,Umar Malik,umar malik,35201-6300501-8,388
35205-8500517-4,Ahmed Nawaz,ahmed nawaz,35205-8500517-4,71
35207-2475325-9,Faisal Iqbal,faisal iqbal,35202-7066065-7,308
35209-9135493-4,Muhammad Ali,muhammad ali,35209-9135493-4,334
35204-3885250-7,Ali Bajwa,ali bajwa,35202-6213180-2,407
35201-8252252-5,Shahzaib Malik,shahzaib malik,35202-5442992-4,184
35204-1156204-7,Hamza Qureshi,hamza qureshi,35201-2498108-5,94
35201-2291032-7,Junaid Ali,junaid ali,35204-7792749-6,244
35207-7819871-5,Noman Butt,noman butt,35206-5035816-2,6
35205-8757713-7,Umar Bajwa,umar bajwa,35208-2631798-4,410
35207-4514168-5,Yasir Ali,yasir ali,35204-7681144-9,18
35201-3575810-7,Noman Dar,noman dar,35209-7806055-2,48
35201-5312535-5,Rizwan Bajwa,rizwan bajwa,35208-6388573-4,13
35209-5000279-4,Umar Dar,umar dar,35203-6963836-5,359
35204-5705109-5,Bilal Sheikh,bilal sheikh,35208-7677237-7,123
35205-4320457-9,Hamza Mehmood,hamza mehmood,35208-2011204-1,305
35209-4033012-5,Umar Ali,umar ali,35203-5732805-7,324
35206-6911227-5,Rizwan Bajwa,rizwan bajwa,35208-6388573-4,13
35207-9027757-2,Farhan Nawaz,farhan nawaz,35206-4115315-5,45
35202-3659881-7,Hamza Dar,hamza dar,35204-1320523-5,373
35205-5963110-6,Rizwan Ahmed,rizwan ahmed,35201-1576975-2,243
35205-9331456-6,Hamza Qureshi,hamza qureshi,35209-7924159-5,93
