cnic,full_name,city,vehicle_score,utility_score,property_score,travel_score,tax_gap_score,lifestyle_index,ml_anomaly_score,tax_deviation_score,flagged,audit_trail
35206-3539537-7,Salman Raza,Karachi,60,20,60,0,10,33.0,40.683847637894324,37.23,0,"Filer with declared annual income PKR 4,771,668 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 21,458 | Owns 1 property/properties (Total estimated value: PKR 12,004,311) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35202-8701571-5,Hamza Raza,Lahore,60,20,60,0,10,33.0,40.683847637894324,37.23,0,"Filer with declared annual income PKR 4,041,423 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 9,906 | Owns 2 property/properties (Total estimated value: PKR 10,934,775) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35207-1092832-4,Hamza Dar,Rawalpindi,20,20,20,0,10,15.0,55.22964855502656,37.13,0,"Filer with declared annual income PKR 4,247,608 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 21,148 | Owns 1 property/properties (Total estimated value: PKR 4,140,130) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35201-4349619-9,Abdullah Dar,Islamabad,20,20,60,0,10,25.0,46.951027802182296,37.07,0,"Filer with declared annual income PKR 3,038,993 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 5,690 | Owns 1 property/properties (Total estimated value: PKR 6,844,041) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35201-1742060-3,Noman Ali,Karachi,20,20,60,0,10,25.0,46.951027802182296,37.07,0,"Filer with declared annual income PKR 3,132,111 | Owns 2 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 4,850 | Owns 1 property/properties (Total estimated value: PKR 7,418,655) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35206-8261633-2,Hamza Khan,Lahore,60,20,60,0,10,33.0,40.38726893918106,37.06,0,"Filer with declared annual income PKR 1,786,619 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 21,227 | Owns 1 property/properties (Total estimated value: PKR 12,329,615) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35205-1651261-3,Ahmed Malik,Faisalabad,60,20,60,0,10,33.0,40.38726893918106,37.06,0,"Filer with declared annual income PKR 4,428,561 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 16,641 | Owns 1 property/properties (Total estimated value: PKR 8,355,145) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35203-4976598-9,Hamza Dar,Rawalpindi,60,20,60,0,10,33.0,40.38726893918106,37.06,0,"Filer with declared annual income PKR 4,710,452 | Owns 1 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 15,421 | Owns 1 property/properties (Total estimated value: PKR 11,205,873) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35204-2624209-7,Osman Akhtar,Faisalabad,0,20,20,0,10,11.0,58.211732272252036,36.97,0,"Filer with declared annual income PKR 3,496,313 | Monthly utility consumption: Max bill PKR 19,504 | Owns 1 property/properties (Total estimated value: PKR 3,885,806) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35205-1224147-5,Noman Qureshi,Rawalpindi,0,20,20,0,10,11.0,58.211732272252036,36.97,0,"Filer with declared annual income PKR 3,262,170 | Monthly utility consumption: Max bill PKR 7,963 | Owns 1 property/properties (Total estimated value: PKR 4,691,165) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35201-2120926-4,Abdullah Dar,Karachi,20,20,0,0,10,10.0,58.967353799417744,36.93,0,"Filer with declared annual income PKR 4,179,722 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 19,181 | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 1 other individuals"
35205-5474784-5,Shahzaib Akhtar,Faisalabad,20,20,0,50,10,17.5,52.127441960237505,36.55,0,"Filer with declared annual income PKR 4,551,450 | Owns 3 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 10,521 | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk)"
35204-7792749-6,Junaid Ali,Karachi,20,20,0,50,10,17.5,52.127441960237505,36.55,0,"Filer with declared annual income PKR 3,137,219 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 12,031 | International travels logged: 3 flight(s) (0 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk)"
35207-3722856-1,Umar Dar,Lahore,20,20,0,50,10,17.5,52.127441960237505,36.55,0,"Filer with declared annual income PKR 4,264,916 | Owns 6 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 13,109 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk)"
35206-2038157-9,Shahzaib Sheikh,Islamabad,20,20,0,50,10,17.5,52.127441960237505,36.55,0,"Filer with declared annual income PKR 4,112,417 | Owns 3 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 14,161 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk)"
35205-8765893-5,Yasir Ali,Rawalpindi,0,20,20,0,10,11.0,57.28886684348042,36.46,0,"Filer with declared annual income PKR 4,427,915 | Monthly utility consumption: Max bill PKR 9,756 | Owns 1 property/properties (Total estimated value: PKR 4,812,166) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35209-9126323-5,Tariq Zafar,Karachi,0,20,20,0,10,11.0,57.27574943044916,36.45,0,"Filer with declared annual income PKR 4,768,682 | Monthly utility consumption: Max bill PKR 24,874 | Owns 1 property/properties (Total estimated value: PKR 4,389,601) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35204-8667610-1,Rizwan Iqbal,Lahore,0,20,20,0,10,11.0,57.27574943044916,36.45,0,"Filer with declared annual income PKR 2,988,067 | Monthly utility consumption: Max bill PKR 13,740 | Owns 1 property/properties (Total estimated value: PKR 4,993,525) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35208-1972166-6,Salman Butt,Islamabad,0,20,20,0,10,11.0,57.27574943044916,36.45,0,"Filer with declared annual income PKR 2,541,896 | Monthly utility consumption: Max bill PKR 17,797 | Owns 1 property/properties (Total estimated value: PKR 3,944,843) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35204-7416079-3,Shahzaib Sheikh,Islamabad,0,20,20,0,10,11.0,57.27574943044916,36.45,0,"Filer with declared annual income PKR 2,606,230 | Monthly utility consumption: Max bill PKR 19,784 | Owns 1 property/properties (Total estimated value: PKR 4,047,391) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35202-6416274-5,Rizwan Nawaz,Islamabad,20,20,60,0,10,25.0,45.80579040998532,36.44,0,"Filer with declared annual income PKR 3,843,191 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 15,005 | Owns 1 property/properties (Total estimated value: PKR 14,628,915) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35202-6919485-2,Salman Raza,Rawalpindi,20,20,60,0,10,25.0,45.80579040998532,36.44,0,"Filer with declared annual income PKR 4,960,446 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 22,686 | Owns 1 property/properties (Total estimated value: PKR 15,516,050) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35206-6007595-6,Waqas Raza,Multan,20,20,60,0,10,25.0,45.80579040998532,36.44,0,"Filer with declared annual income PKR 4,102,746 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 23,231 | Owns 1 property/properties (Total estimated value: PKR 10,301,145) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35202-8052544-9,Faisal Mehmood,Islamabad,20,20,60,0,10,25.0,45.80579040998532,36.44,0,"Filer with declared annual income PKR 3,202,642 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 24,176 | Owns 1 property/properties (Total estimated value: PKR 8,564,762) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35209-7580607-4,Osman Qureshi,Multan,0,20,60,50,10,28.5,42.772617616206766,36.35,0,"Filer with declared annual income PKR 4,738,689 | Monthly utility consumption: Max bill PKR 23,634 | Owns 3 property/properties (Total estimated value: PKR 19,592,345) | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35209-8658738-4,Umar Zafar,Islamabad,0,20,60,50,10,28.5,42.772617616206766,36.35,0,"Filer with declared annual income PKR 3,769,167 | Monthly utility consumption: Max bill PKR 15,448 | Owns 1 property/properties (Total estimated value: PKR 17,663,992) | International travels logged: 3 flight(s) (0 Business/First class) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35202-8206296-7,Shahzaib Dar,Islamabad,20,20,60,50,10,32.5,39.48696539039636,36.34,0,"Filer with declared annual income PKR 3,289,285 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 21,307 | Owns 1 property/properties (Total estimated value: PKR 9,181,250) | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 263 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35203-7091020-4,Asad Ahmed,Islamabad,20,20,20,0,10,15.0,53.66427687303086,36.27,0,"Filer with declared annual income PKR 2,122,668 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 4,970 | Owns 1 property/properties (Total estimated value: PKR 3,386,813) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35205-7358319-5,Zain Khan,Rawalpindi,60,20,60,0,10,33.0,38.949168991170495,36.27,0,"Filer with declared annual income PKR 2,907,540 | Owns 1 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 18,845 | Owns 1 property/properties (Total estimated value: PKR 11,048,313) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35209-5009633-5,Rizwan Akhtar,Rawalpindi,60,20,60,0,10,33.0,38.949168991170495,36.27,0,"Filer with declared annual income PKR 3,160,636 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 14,845 | Owns 1 property/properties (Total estimated value: PKR 8,784,744) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35204-6920438-2,Osman Dar,Multan,20,20,60,50,10,32.5,39.27372155837639,36.23,0,"Filer with declared annual income PKR 3,835,472 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 4,033 | Owns 1 property/properties (Total estimated value: PKR 5,399,592) | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35205-6562443-3,Tariq Ahmed,Lahore,20,20,20,0,10,15.0,53.25356788171038,36.04,0,"Filer with declared annual income PKR 3,269,100 | Owns 2 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 23,105 | Owns 1 property/properties (Total estimated value: PKR 3,132,524) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35207-3063743-5,Faisal Ahmed,Lahore,20,20,20,0,10,15.0,53.25356788171038,36.04,0,"Filer with declared annual income PKR 3,481,783 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 10,911 | Owns 1 property/properties (Total estimated value: PKR 3,334,327) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35209-1997295-5,Rizwan Mehmood,Faisalabad,20,20,60,50,10,32.5,38.88733526523078,36.01,0,"Filer with declared annual income PKR 2,583,714 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 6,181 | Owns 2 property/properties (Total estimated value: PKR 19,808,187) | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35209-6556552-7,Noman Dar,Karachi,20,20,60,50,10,32.5,38.88733526523078,36.01,0,"Filer with declared annual income PKR 3,415,436 | Owns 2 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 13,463 | Owns 1 property/properties (Total estimated value: PKR 13,189,015) | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35201-8971941-2,Asad Bajwa,Islamabad,20,20,60,50,10,32.5,38.88733526523078,36.01,0,"Filer with declared annual income PKR 4,206,341 | Owns 3 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 15,544 | Owns 1 property/properties (Total estimated value: PKR 11,669,674) | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35203-8666735-3,Salman Iqbal,Multan,20,20,60,50,10,32.5,38.84609081455071,35.99,0,"Filer with declared annual income PKR 3,606,054 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 19,530 | Owns 1 property/properties (Total estimated value: PKR 5,804,811) | International travels logged: 1 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 263 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35205-5102353-1,Ali Ahmed,Islamabad,20,20,60,50,10,32.5,38.84609081455071,35.99,0,"Filer with declared annual income PKR 4,523,900 | Owns 2 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 18,072 | Owns 1 property/properties (Total estimated value: PKR 11,744,509) | International travels logged: 1 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 263 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35206-6381250-3,Asad Ali,Faisalabad,60,20,60,0,10,33.0,38.11148346250442,35.81,0,"Filer with declared annual income PKR 4,383,841 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 17,181 | Owns 1 property/properties (Total estimated value: PKR 13,605,264) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 263 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35208-2870058-2,Bilal Malik,Faisalabad,60,20,60,0,10,33.0,38.11148346250442,35.81,0,"Filer with declared annual income PKR 4,561,603 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 4,219 | Owns 1 property/properties (Total estimated value: PKR 11,054,056) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 263 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35209-7680432-7,Umar Dar,Faisalabad,20,20,60,50,10,32.5,38.08464818528216,35.57,0,"Filer with declared annual income PKR 4,987,696 | Owns 3 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 12,977 | Owns 2 property/properties (Total estimated value: PKR 17,543,618) | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35207-2106248-2,Asad Sheikh,Rawalpindi,60,20,60,0,10,33.0,37.26146527214429,35.34,0,"Filer with declared annual income PKR 3,379,496 | Owns 1 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 14,734 | Owns 2 property/properties (Total estimated value: PKR 9,184,695) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35207-2475325-9,Faisal Iqbal,Rawalpindi,20,20,60,50,10,32.5,37.62470512052425,35.32,0,"Filer with declared annual income PKR 4,698,787 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 13,651 | Owns 1 property/properties (Total estimated value: PKR 10,838,896) | International travels logged: 1 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35201-8763723-8,Zain Ali,Karachi,20,20,60,50,10,32.5,37.62470512052425,35.32,0,"Filer with declared annual income PKR 3,686,620 | Owns 1 vehicle(s) (Max engine CC: 660cc) | Monthly utility consumption: Max bill PKR 6,907 | Owns 2 property/properties (Total estimated value: PKR 15,516,704) | International travels logged: 1 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35207-2595076-6,Faisal Butt,Lahore,20,20,60,50,10,32.5,37.62470512052425,35.32,0,"Filer with declared annual income PKR 2,822,844 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 4,992 | Owns 1 property/properties (Total estimated value: PKR 12,379,070) | International travels logged: 1 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35203-8614684-3,Hamza Mahmood,Karachi,20,20,60,50,10,32.5,37.62470512052425,35.32,0,"Filer with declared annual income PKR 4,807,369 | Owns 2 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 6,366 | Owns 1 property/properties (Total estimated value: PKR 14,646,097) | International travels logged: 1 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35207-3090496-5,Bilal Qureshi,Lahore,20,20,20,0,10,15.0,51.8915830329455,35.29,0,"Filer with declared annual income PKR 3,979,867 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 5,546 | Owns 1 property/properties (Total estimated value: PKR 4,197,664) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35204-4473800-3,Tariq Sheikh,Faisalabad,20,20,20,0,10,15.0,51.8915830329455,35.29,0,"Filer with declared annual income PKR 4,961,374 | Owns 1 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 15,893 | Owns 1 property/properties (Total estimated value: PKR 4,942,289) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35206-2887586-1,Zain Mehmood,Islamabad,20,20,20,0,10,15.0,51.8915830329455,35.29,0,"Filer with declared annual income PKR 4,715,977 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 10,362 | Owns 1 property/properties (Total estimated value: PKR 4,955,737) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35202-9091776-7,Rizwan Malik,Islamabad,60,20,60,0,10,33.0,37.00511234129233,35.2,0,"Filer with declared annual income PKR 4,599,165 | Owns 1 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 24,091 | Owns 1 property/properties (Total estimated value: PKR 15,552,666) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35209-5446116-9,Zain Ali,Multan,60,20,60,0,10,33.0,37.00511234129233,35.2,0,"Filer with declared annual income PKR 4,612,551 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 6,730 | Owns 2 property/properties (Total estimated value: PKR 11,524,619) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35209-3274287-7,Osman Mehmood,Lahore,60,20,60,0,10,33.0,37.00511234129233,35.2,0,"Filer with declared annual income PKR 4,237,154 | Owns 1 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 4,187 | Owns 1 property/properties (Total estimated value: PKR 17,326,596) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35204-1652167-2,Abdullah Khan,Islamabad,60,20,60,0,10,33.0,37.00511234129233,35.2,0,"Filer with declared annual income PKR 3,808,982 | Owns 4 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 19,150 | Owns 3 property/properties (Total estimated value: PKR 18,761,971) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35207-5489148-8,Tariq Raza,Islamabad,60,20,60,0,10,33.0,37.00511234129233,35.2,0,"Filer with declared annual income PKR 4,327,241 | Owns 1 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 22,124 | Owns 1 property/properties (Total estimated value: PKR 13,328,982) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35202-7782927-8,Tariq Dar,Multan,60,20,60,0,10,33.0,37.00511234129233,35.2,0,"Filer with declared annual income PKR 4,766,876 | Owns 1 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 5,615 | Owns 1 property/properties (Total estimated value: PKR 9,461,870) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35205-3501044-6,Farhan Butt,Karachi,60,20,60,0,10,33.0,36.78102334496799,35.08,0,"Filer with declared annual income PKR 3,816,278 | Owns 3 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 23,272 | Owns 1 property/properties (Total estimated value: PKR 5,696,625) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35207-5663540-3,Salman Dar,Rawalpindi,0,20,60,50,10,28.5,40.33369461740944,35.01,0,"Filer with declared annual income PKR 3,420,502 | Monthly utility consumption: Max bill PKR 19,994 | Owns 2 property/properties (Total estimated value: PKR 19,438,771) | International travels logged: 2 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35205-7601303-2,Asad Nawaz,Multan,0,20,60,0,10,21.0,46.344880059316715,34.94,0,"Filer with declared annual income PKR 4,536,324 | Monthly utility consumption: Max bill PKR 17,287 | Owns 1 property/properties (Total estimated value: PKR 16,481,858) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35204-6666251-4,Junaid Dar,Islamabad,60,20,60,0,10,33.0,36.315998392849835,34.82,0,"Filer with declared annual income PKR 4,971,950 | Owns 3 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 10,827 | Owns 1 property/properties (Total estimated value: PKR 10,748,154) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35208-6116365-6,Bilal Butt,Karachi,60,20,60,0,10,33.0,36.315998392849835,34.82,0,"Filer with declared annual income PKR 1,565,494 | Owns 1 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 10,399 | Owns 1 property/properties (Total estimated value: PKR 10,694,874) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35205-7595012-6,Rizwan Ali,Multan,60,20,60,0,10,33.0,36.315998392849835,34.82,0,"Filer with declared annual income PKR 3,547,692 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 7,164 | Owns 2 property/properties (Total estimated value: PKR 11,173,507) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35204-7258697-2,Asad Zafar,Karachi,60,20,60,0,10,33.0,36.315998392849835,34.82,0,"Filer with declared annual income PKR 1,519,813 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 10,553 | Owns 1 property/properties (Total estimated value: PKR 13,477,415) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35203-3047085-5,Osman Raza,Lahore,60,20,60,0,10,33.0,36.315998392849835,34.82,0,"Filer with declared annual income PKR 3,307,580 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 14,360 | Owns 2 property/properties (Total estimated value: PKR 11,019,337) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
